Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
218,"17.0769388, 82.1385327","13-1-3, Main Road, Kakinada",Apollo Samudra Hospitals,0,0,0,"13-1-3, Main Road, Kakinada",Andhra Pradesh,East Godavari,0,533001,2345700 / 2345800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
219,"16.9890648, 82.2474648",Kakinada,Bharani Hospital,0,0,0,Kakinada,Andhra Pradesh,East Godavari,0,533001,0884  2373223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
220,"29.5160925, 74.5877445","Near Ii Town Police Station,Main Road.",Care Emergency Hospital,0,0,0,"Near Ii Town Police Station,Main Road.",Andhra Pradesh,East Godavari,0,533001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
221,"16.9837142, 82.2404611",Kakinada,Christian Cancer Center,0,0,0,Kakinada,Andhra Pradesh,East Godavari,0,533001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
222,,P.R.College Road,D V Raju Eye Hospital,0,0,0,P.R.College Road,Andhra Pradesh,East Godavari,0,533001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
223,"16.9482342, 82.2528975","P R College Road, Opp Govt Hospitals P R College Road Kakinada 533001  East Godavari",Haritha Hospitals,0,0,0,"P R College Road, Opp Govt Hospitals P R College Road Kakinada",Andhra Pradesh,East Godavari,0,533001,0884    2379292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
224,"16.9890648, 82.2474648",Kakinada,Kakinada Nursing Home,0,0,0,Kakinada,Andhra Pradesh,East Godavari,0,533001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
225,"17.0769388, 82.1385327","13-1-13, Main Road, Kakinada",Life Line Emergency Hospital,0,0,0,"13-1-13, Main Road, Kakinada",Andhra Pradesh,East Godavari,0,533001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
226,"16.9640729, 82.2329395",11-11-3/1 Prabhakara Street Ramaraopeta Kakinada 533001  East Godavari,Raghava 24 Hrs Emergency Hospital,0,0,0,11-11-3/1 Prabhakara Street Ramaraopeta Kakinada,Andhra Pradesh,East Godavari,0,533001,0884    2375325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
227,,Rajeswai Medicals 50 Builiding Bhaskar Nagar Jn Kakinada-3,Rajeswari Medicals,0,0,0,Rajeswai Medicals 50 Builiding Bhaskar Nagar Jn Kakinada-3,Andhra Pradesh,East Godavari,0,533001,2375081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
228,,"9-11-130, Gandhi Nagar, Back Side Of Gandhi Statue",Ramya Hospitals,0,0,0,"# 9-11-130, Gandhi Nagar, Back Side Of Gandhi Statue",Andhra Pradesh,East Godavari,0,533001,0,0,0,0,0,0,0,0,2361531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
229,"16.9482342, 82.2528975","21-1-24,Jawahar Street,Shalypet, Kakinada : 533001",Sai Sudha Hospital,0,0,0,"21-1-24,Jawahar Street,Shalypet",Andhra Pradesh,East Godavari,0,533001,2361155/2376634/2376635,0,0,0,0,0,0,0,2352222/08842345979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
230,,"Jawahar Street,Salipeta,.",Sapthagiri Hospitals,0,0,0,"Jawahar Street,Salipeta",Andhra Pradesh,East Godavari,0,533001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
231,"16.9558071, 82.2330899","Dno:21-1-29, Jawahar St, Kakinada",Shravani Ent Hospital,0,0,0,"Dno:21-1-29, Jawahar St, Kakinada",Andhra Pradesh,East Godavari,0,533001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
232,"16.954694, 82.2327304","34-1-20, Temple Street, rict East Godawari, Kakinada,",Siddhartha Hospital,0,0,0,"34-1-20, Temple Street, rict East Godawari, Kakinada,",Andhra Pradesh,East Godavari,0,533001,0884  2368521,995176441,0,0,0,0,0,0,0884  6662002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
233,,"12-2-24, Dantuvari Street,Behind Chandana Brothers",Sree Bala Nursing Home Sree Bala Ent Care Centre,0,0,0,"12-2-24, Dantuvari Street,Behind Chandana Brothers",Andhra Pradesh,East Godavari,0,533001,0884  2385499,0,0,0,0,0,0,0,8842356499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
234,"16.9890648, 82.2474648","Nageswara Rao Street,Ramrao Pet,Kakinada",Sri Gowthami Nursing Home,0,0,0,"Nageswara Rao Street,Ramrao Pet,Kakinada",Andhra Pradesh,East Godavari,0,533001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
235,"16.9510095, 82.2365598","Cinema Street, Opp Anandabharathi, Cinema Street Kakinada 533001  East Godavari",Sri Lalitha Hospitals Institute Of Lap Surgery And Training,0,0,0,"Cinema Street, Opp Anandabharathi, Cinema Street Kakinada 533001  East Godavari",Andhra Pradesh,East Godavari,0,533001,"0884    2375091, 6455745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
236,"16.9890648, 82.2474648","7-3-15 Prakash St, Ramarao Peta, Kakinada",Sri Srinivasa Orthopaedic Centre and Nursing Home,0,0,0,"7-3-15 Prakash St, Ramarao Peta, Kakinada",Andhra Pradesh,East Godavari,0,533001,2376306,0,0,0,0,0,0,0,2375094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
237,"17.0005383, 81.8040345",Rajahmundry,Srihitha Children Hospital,0,0,0,Rajahmundry,Andhra Pradesh,East Godavari,0,533001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
238,,Kikinada,Vijaya Lakshmi Nursing Home,0,0,0,Kikinada,Andhra Pradesh,East Godavari,0,533001,2375881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
239,"16.9639769, 82.2236918",Jawahar Street Kakinada Kakinada 533001  East Godavari,Vijaya Nursing Home,0,0,0,Jawahar Street Kakinada Kakinada 533001  East Godavari,Andhra Pradesh,East Godavari,0,533001,"0884    2362770, 2368770, 2368771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
240,"17.0005383, 81.8040345",Rajahmundry,Vishwanadha Eye and Maternity Hospital,0,0,0,Rajahmundry,Andhra Pradesh,East Godavari,0,533001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
241,"34.1255413, 74.9442585","Endowments Colony, 100 Building Centre Srinagar",Bhanu Nursing Home and Eye Hospital,0,0,0,"Endowments Colony, 100 Building Centre Srinagar",Andhra Pradesh,East Godavari,0,533003,"0884  2368555,6698666  0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
242,,"Nfcl Road, Nagamallithota Junction,",Lifeline Emergency and Neuro Centre,0,0,0,"Nfcl Road, Nagamallithota Junction,",Andhra Pradesh,East Godavari,0,533003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
243,"16.9754085, 82.2352397","2-4-10 Near Suruchi Sweet Stall, Behind Padmapriva Theatre, Bhanugudi Junction, Kakinada",Mother and Child Hospital,0,0,0,"2-4-10 Near Suruchi Sweet Stall, Behind Padmapriva Theatre, Bhanugudi Junction, Kakinada",Andhra Pradesh,East Godavari,0,533003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
244,"16.9695602, 82.2388249","2-10-50 Srinagar, Bhanugudi Junction Kakinada 533003  East Godavari",Nayana Eye Care,0,0,0,"2-10-50 Srinagar, Bhanugudi Junction Kakinada 533003  East Godavari",Andhra Pradesh,East Godavari,0,533003,"0884    3299000, 6599000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
245,"16.9506495, 82.2333585","Ganjamvari Street, Kakinada",Ramalingeswara Nursing Home,0,0,0,"Ganjamvari Street, Kakinada",Andhra Pradesh,East Godavari,0,533003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
246,,"H.No.2-2-7, Usha Priya Complex Bhanugudi",Safe Emergency Hospital,0,0,0,"H.No.2-2-7, Usha Priya Complex Bhanugudi",Andhra Pradesh,East Godavari,0,533003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
247,"16.9890648, 82.2474648","Lig No.6,100 Building Complex Road, Kakinada",Saipriya Maternity Hospital,0,0,0,"Lig No.6,100 Building Complex Road, Kakinada",Andhra Pradesh,East Godavari,0,533003,2371457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
248,,"2- 27- 24/1, Gokul Street Sree Nagar Colony, East Godavari",Srujana Multi Speciality Hospital,0,0,0,"2- 27- 24/1, Gokul Street Sree Nagar Colony, East Godavari",Andhra Pradesh,East Godavari,0,533003,"2361669,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
249,"16.9890648, 82.2474648","11-5-9, Gopalakrishna Street,Ramaraopeta, Kakinada",Kasturi Nursing Home,0,0,0,"#11-5-9, Gopalakrishna Street,Ramaraopeta, Kakinada",Andhra Pradesh,East Godavari,0,533004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
250,"12.6670587, 79.2782323","Gandhi Nagar, Gandhi Nagar",Poly Clinic and Hospital,0,0,0,"Gandhi Nagar, Gandhi Nagar",Andhra Pradesh,East Godavari,0,533004,0,0,0,0,0,0,0,0,2368636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
251,"16.9890648, 82.2474648","11-5-10, Gopala Krishna Street, Ramaraopet,Kakinada",Ravichandra Hospital,0,0,0,"11-5-10, Gopala Krishna Street, Ramaraopet,Kakinada",Andhra Pradesh,East Godavari,0,533004,0884  2376549,0,0,0,0,0,0,0,8842361668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
252,"16.9663046, 82.2270885",: 11-11-1 Ramaraopet Kakinada 533004  East Godavari,Sanjivi Orthopaedic Hospital,0,0,0,#: 11-11-1 Ramaraopet Kakinada 533004  East Godavari,Andhra Pradesh,East Godavari,0,533004,"0884    2361626, 2386604, 6699788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
253,"16.9890648, 82.2474648","8-5-19/1, Ontimamidi Junction, Gandhinagar, Kakinada",Sri Sai Raghavendra Super Specialities Hospital,0,0,0,"8-5-19/1, Ontimamidi Junction, Gandhinagar, Kakinada",Andhra Pradesh,East Godavari,0,533004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
254,"16.9890648, 82.2474648","10-7-39, Kopellavari Street Ramaraopet(Near Duper Bazar),Kakinada",Sri Venkata Chalapathi Nursing Home,0,0,0,"10-7-39, Kopellavari Street Ramaraopet(Near Duper Bazar),Kakinada",Andhra Pradesh,East Godavari,0,533004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
255,,"7-4-5, Seshasal Street,Ramaraopet,.",Sri Venkateswara Medicare and Research Centre,0,0,0,"7-4-5, Seshasal Street,Ramaraopet,.",Andhra Pradesh,East Godavari,0,533004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
256,"16.9890648, 82.2474648",Venugopal Nursing Home Kamalendera Nath Street Narasanana Nagar Kakinada,Sri Venugopal Hospital,0,0,0,Venugopal Nursing Home Kamalendera Nath Street Narasanana Nagar Kakinada,Andhra Pradesh,East Godavari,0,533004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
257,"16.9663046, 82.2270885","10-5-8, Nageswara Rao Street, Rama Rao Pet 2Nd Junction Kakinada 533004  East Godavari",Sudha Urology And Andrology Hospital,0,0,0,"10-5-8, Nageswara Rao Street, Rama Rao Pet 2Nd Junction Kakinada 533004  East Godavari",Andhra Pradesh,East Godavari,0,533004,0884    2376333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
258,"16.9607952, 82.2282795","10-5-27/1, Nageswara Rao Street, Ramaraopeta Kakinada 533004  East Godavari",Surya Global Hospitals,0,0,0,"10-5-27/1, Nageswara Rao Street, Ramaraopeta Kakinada 533004  East Godavari",Andhra Pradesh,East Godavari,0,533004,"0884    2354900, 2354901, 2354902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
259,"16.9663046, 82.2270885","6-1-37/Nookalamma Temple Street, Suryaraopet, Kakinada 533004  East Godavari",Vasan Eye Care Hospital,0,0,0,"6-1-37/Nookalamma Temple Street, Suryaraopet, Kakinada 533004  East Godavari",Andhra Pradesh,East Godavari,0,533004,0884    3989000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
260,,"3-29, Sarpavaram Junction, Kankinada-533005",Sarvottam Healthcare Private Limited,0,0,0,"3-29, Sarpavaram Junction, Kankinada-533005",Andhra Pradesh,East Godavari,0,533005,0884  2382381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
261,"16.9890648, 82.2474648","Near Atchampeta Junction, Penumarthi Road, A.P.S.P Camp Post, Kakinada,",Srikiran Institute Of Ophthalmology,0,0,0,"Near Atchampeta Junction, Penumarthi Road, A.P.S.P Camp Post, Kakinada,",Andhra Pradesh,East Godavari,0,533005,0884  2306301/ 300/ 121/ 333,0,0,0,0,0,0,0,0884  2306345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
262,,"D. No. 1-82/A, Near Railway Crossing, Nadavpathan",Surya Global Multispeciality and Cancer Reesearch Center,0,0,0,"D. No. 1-82/A, Near Railway Crossing, Nadavpathan",Andhra Pradesh,East Godavari,0,533005,2360660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
263,"16.9967552, 82.2569717","4-111, Manikyanagar Rd-2, Valasapakala, Kakinada",Sushrutha Hospital,0,0,0,"4-111, Manikyanagar Rd-2, Valasapakala, Kakinada",Andhra Pradesh,East Godavari,0,533005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
264,,"3-29, Sarpavaram Junction Sarpavaram Junction",Trust Hospital(A Unit Of Sarvottam Health Care),0,0,0,"3-29, Sarpavaram Junction Sarpavaram Junction",Andhra Pradesh,East Godavari,0,533005,"0884  2382381,2382382",0,0,0,0,0,0,0,238880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
265,"16.9523477, 82.1305609",Pedapudi,Sri Srinivasa Nursing Home,0,0,0,Pedapudi,Andhra Pradesh,East Godavari,0,533006,0884  2312035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
266,"17.3977354, 78.5095841","J N Road Ramalayam, Tilak Road",Abhay Nursing Home,0,0,0,"J N Road Ramalayam, Tilak Road",Andhra Pradesh,East Godavari,0,533101,0883  2461640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
267,"17.0005383, 81.8040345","6-18-3, Kokkondavari Street, Rajahmundry",Aravindam Ortho and Physio Centre,0,0,0,"6-18-3, Kokkondavari Street, Rajahmundry",Andhra Pradesh,East Godavari,0,533101,0883    2425646,0,0,0,0,0,0,0,2425646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
268,"16.9955344, 81.777335","Main Road, Innespeta",Aruna Hospital and Poly Clinic,0,0,0,"Main Road,, Innespeta",Andhra Pradesh,East Godavari,0,533101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
269,"17.0085074, 81.7903215",Prakash Nagar Rajahmundry,Bhaskara Raju Children Hospital,0,0,0,Prakash Nagar Rajahmundry,Andhra Pradesh,East Godavari,0,533101,2467423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
270,,"36-26-10/1, Behind Kotipalli Bus Stand, Road-Cum-Railbridge Centre",Life Emergency Hospital Private Limited,0,0,0,"36-26-10/1, Behind Kotipalli Bus Stand, Road-Cum-Railbridge Centre",Andhra Pradesh,East Godavari,0,533101,0883 2421357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
271,,"Behind Nagadevi Theatre, Gondhkavarama",S A I Orthopaedics Trauma and General Hospital,0,0,0,"Behind Nagadevi Theatre, Gondhkavarama",Andhra Pradesh,East Godavari,0,533101,0883  2470033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
272,,"Lakshmi Varapupeta, Devi Chowk",Siddhartha Orthopedic Hospital and Poly Clinic,0,0,0,"Lakshmi Varapupeta, Devi Chowk",Andhra Pradesh,East Godavari,0,533101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
273,"16.9955344, 81.777335","Innespt, Rajahmundry-1",Sri Satya Nursing Home,0,0,0,"Innespt, Rajahmundry-1",Andhra Pradesh,East Godavari,0,533101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
274,"11.0216153, 76.9512637","75-8-12, Gandhipuram-Ii",Sri Srinivasa Hospitals,0,0,0,"75-8-12, Gandhipuram-Ii",Andhra Pradesh,East Godavari,0,533101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
275,"17.0005383, 81.8040345","D.No. 10-7-38, Fort Gate,Near Adilaxmi Temple . Rangreejupeta. Rajahmundry",Sri Venkateswara Hospitals,0,0,0,"D.No. 10-7-38, Fort Gate,Near Adilaxmi Temple . Rangreejupeta. Rajahmundry",Andhra Pradesh,East Godavari,0,533101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
276,"17.025988, 81.785442","79-1-4/1, Jn Road Rajamundry Rajamundry 533103  East Godavari",Abhaya Emergency Centre,0,0,0,"79-1-4/1, Jn Road Rajamundry Rajamundry 533103  East Godavari",Andhra Pradesh,East Godavari,0,533103,"0883    2461640, 2423208,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
277,,"Do. No. 86-26-7, M. S. Narayana Street, Near R. T. C. Complex, V.I. Puram Jn.",Adarsh Hospital,0,0,0,"Do. No. 86-26-7, M. S. Narayana Street, Near R. T. C. Complex, V.I. Puram Jn.",Andhra Pradesh,East Godavari,0,533103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
278,"17.0085074, 81.7903215","74-11-7, Prakash Nagar, East Godavari rict",Alert Emergency Hospital,0,0,0,"# 74-11-7, Prakash Nagar, East Godavari rict",Andhra Pradesh,East Godavari,0,533103,0,0,0,0,0,0,0,0,2431562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
279,"17.0068895, 81.7829842","D.No : 46-21-10, Danavaipeta, Rajahmundry",Ammanna Memorial Murtys Neuro Super Speciality Ho,0,0,0,"D.No : 46-21-10, Danavaipeta, Rajahmundry",Andhra Pradesh,East Godavari,0,533103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
280,,"D.No:75-6-23, Prakash Nagar, Opposite Indian Bank East Godavari,",Apex Hospital - Rajamundry,0,0,0,"D.No:75-6-23, Prakash Nagar,, Opposite Indian Bank East Godavari,",Andhra Pradesh,East Godavari,0,533103,"0883    2439191, 2449191,",0,0,0,0,0,0,0,2479191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
281,"16.9937064, 81.7762669","Main Road, Near Kottipalli Bus Stand, Rajahmundry",Aruna Hospital and Polyclinic,0,0,0,"Main Road, Near Kottipalli Bus Stand, Rajahmundry",Andhra Pradesh,East Godavari,0,533103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
282,"17.0112469, 81.7827774","75-8-12,Gandhipuram,Rajahmundry",Bharadwaja Heart and Maternity Centre,0,0,0,"75-8-12,Gandhipuram,Rajahmundry",Andhra Pradesh,East Godavari,0,533103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
283,"17.048743, 81.799831","Jayakrishnapuram, Rajahmundry",Bhavani Nursing Home,0,0,0,"Jayakrishnapuram, Rajahmundry",Andhra Pradesh,East Godavari,0,533103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
284,,"77-7-7/1,Seelam Nookaraju Complex,",Bollineni Heart Centre Pvt Ltd,0,0,0,"#77-7-7/1,Seelam Nookaraju Complex,",Andhra Pradesh,East Godavari,0,533103,0883  2477779,0,0,0,0,0,0,0,8832464197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
285,"17.0096947, 81.7760339","Debichowk, Rajahmundry",Buddudu Orthopeadic Hospital,0,0,0,"Debichowk, Rajahmundry",Andhra Pradesh,East Godavari,0,533103,0883    2473603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
286,,"85-6-24/1, R. T. C. Complex Road, V. L. Puram Junction",Chakradhar Hospitals,0,0,0,"85-6-24/1, R. T. C. Complex Road, V. L. Puram Junction",Andhra Pradesh,East Godavari,0,533103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
287,"17.0068895, 81.7829842",Near Danavaipeta Park Besind Hdfc Bank Danavaipeta Park Rajamundry 533103  East Godavari,Coastal Cardiac And Maternity Centre,0,0,0,Near Danavaipeta Park Besind Hdfc Bank Danavaipeta Park Rajamundry 533103  East Godavari,Andhra Pradesh,East Godavari,0,533103,"0883    2441133, 2441134, 2470215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
288,"17.0005383, 81.8040345","Vt College Road, Behind Kotipalli Bus Stand, Rajahmundry",Geetha Mullapudi Sperspeciality Dental Hospital,0,0,0,"Vt College Road, Behind Kotipalli Bus Stand, Rajahmundry",Andhra Pradesh,East Godavari,0,533103,2426775,0,0,0,0,0,0,0,2426775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
289,"17.0085074, 81.7903215","75-1-12, Prakash Nagar, Rajahmundry, East Godavari",Gowthami Nursing Home,0,0,0,"75-1-12, Prakash Nagar, Rajahmundry , East Godavari",Andhra Pradesh,East Godavari,0,533103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
290,"17.0085074, 81.7903215","75-1-7, Prakash Nagar Rajamundry 533103  East Godavari",Harsha Hospitals,0,0,0,"75-1-7, Prakash Nagar Rajamundry 533103  East Godavari",Andhra Pradesh,East Godavari,0,533103,"0883    2469403, 2422864,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
